A monkey liked a dog that burned a plant .	monkey ( x _ 1 ) AND like . agent ( x _ 2 , x _ 1 ) AND like . theme ( x _ 2 , x _ 4 ) AND dog ( x _ 4 ) AND dog . nmod ( x _ 4 , x _ 6 ) AND burn . agent ( x _ 6 , x _ 4 ) AND burn . theme ( x _ 6 , x _ 8 ) AND plant ( x _ 8 )	like ( agent = monkey , theme = dog ( nmod = burn ( agent = dog , theme = plant ) ) )	
Aiden helped a dog that changed a cake .	help . agent ( x _ 1 , Aiden ) AND help . theme ( x _ 1 , x _ 3 ) AND dog ( x _ 3 ) AND dog . nmod ( x _ 3 , x _ 5 ) AND change . agent ( x _ 5 , x _ 3 ) AND change . theme ( x _ 5 , x _ 7 ) AND cake ( x _ 7 )	help ( agent = Aiden , theme = dog ( nmod = change ( agent = dog , theme = cake ) ) )	
A girl rolled a baby that forwarded a cake to a chicken .	girl ( x _ 1 ) AND roll . agent ( x _ 2 , x _ 1 ) AND roll . theme ( x _ 2 , x _ 4 ) AND baby ( x _ 4 ) AND baby . nmod ( x _ 4 , x _ 6 ) AND forward . agent ( x _ 6 , x _ 4 ) AND forward . theme ( x _ 6 , x _ 8 ) AND forward . recipient ( x _ 6 , x _ 11 ) AND cake ( x _ 8 ) AND chicken ( x _ 11 )	roll ( agent = girl , theme = baby ( nmod = forward ( agent = baby , theme = cake , recipient = chicken ) ) )	
Emma appreciated that the kid rolled a cake that was dusted by Liam .	* kid ( x _ 4 ) ; appreciate . agent ( x _ 1 , Emma ) AND appreciate . ccomp ( x _ 1 , x _ 5 ) AND roll . agent ( x _ 5 , x _ 4 ) AND roll . theme ( x _ 5 , x _ 7 ) AND cake ( x _ 7 ) AND cake . nmod ( x _ 7 , x _ 10 ) AND dust . theme ( x _ 10 , x _ 7 ) AND dust . agent ( x _ 10 , Liam )	appreciate ( agent = Emma , ccomp = roll ( agent = * kid , theme = cake ( nmod = dust ( theme = cake , agent = Liam ) ) ) )	
A girl valued the cake that was liked by a cat .	* cake ( x _ 4 ) ; girl ( x _ 1 ) AND value . agent ( x _ 2 , x _ 1 ) AND value . theme ( x _ 2 , x _ 4 ) AND cake . nmod ( x _ 4 , x _ 7 ) AND like . theme ( x _ 7 , x _ 4 ) AND like . agent ( x _ 7 , x _ 10 ) AND cat ( x _ 10 )	value ( agent = girl , theme = * cake ( nmod = like ( theme = * cake , agent = cat ) ) )	
The doctor ate the balloon that rolled .	* doctor ( x _ 1 ) ; * balloon ( x _ 4 ) ; eat . agent ( x _ 2 , x _ 1 ) AND eat . theme ( x _ 2 , x _ 4 ) AND balloon . nmod ( x _ 4 , x _ 6 ) AND roll . theme ( x _ 6 , x _ 4 )	eat ( agent = * doctor , theme = * balloon ( nmod = roll ( theme = * balloon ) ) )	
A horse juggled the hamburger that a girl studied .	* hamburger ( x _ 4 ) ; horse ( x _ 1 ) AND juggle . agent ( x _ 2 , x _ 1 ) AND juggle . theme ( x _ 2 , x _ 4 ) AND hamburger . nmod ( x _ 4 , x _ 8 ) AND girl ( x _ 7 ) AND study . agent ( x _ 8 , x _ 7 ) AND study . theme ( x _ 8 , x _ 4 )	juggle ( agent = horse , theme = * hamburger ( nmod = study ( agent = girl , theme = * hamburger ) ) )	
A girl liked a child that a horse respected .	girl ( x _ 1 ) AND like . agent ( x _ 2 , x _ 1 ) AND like . theme ( x _ 2 , x _ 4 ) AND child ( x _ 4 ) AND child . nmod ( x _ 4 , x _ 8 ) AND horse ( x _ 7 ) AND respect . agent ( x _ 8 , x _ 7 ) AND respect . theme ( x _ 8 , x _ 4 )	like ( agent = girl , theme = child ( nmod = respect ( agent = horse , theme = child ) ) )	
Liam pierced the father that Emma ate .	* father ( x _ 3 ) ; pierce . agent ( x _ 1 , Liam ) AND pierce . theme ( x _ 1 , x _ 3 ) AND father . nmod ( x _ 3 , x _ 6 ) AND eat . agent ( x _ 6 , Emma ) AND eat . theme ( x _ 6 , x _ 3 )	pierce ( agent = Liam , theme = * father ( nmod = eat ( agent = Emma , theme = * father ) ) )	
The teacher liked a drink that Emma helped .	* teacher ( x _ 1 ) ; like . agent ( x _ 2 , x _ 1 ) AND like . theme ( x _ 2 , x _ 4 ) AND drink ( x _ 4 ) AND drink . nmod ( x _ 4 , x _ 7 ) AND help . agent ( x _ 7 , Emma ) AND help . theme ( x _ 7 , x _ 4 )	like ( agent = * teacher , theme = drink ( nmod = help ( agent = Emma , theme = drink ) ) )	
The dog painted a donut that a buyer found .	* dog ( x _ 1 ) ; paint . agent ( x _ 2 , x _ 1 ) AND paint . theme ( x _ 2 , x _ 4 ) AND donut ( x _ 4 ) AND donut . nmod ( x _ 4 , x _ 8 ) AND buyer ( x _ 7 ) AND find . agent ( x _ 8 , x _ 7 ) AND find . theme ( x _ 8 , x _ 4 )	paint ( agent = * dog , theme = donut ( nmod = find ( agent = buyer , theme = donut ) ) )	
Emma loved the girl that Amelia liked .	* girl ( x _ 3 ) ; love . agent ( x _ 1 , Emma ) AND love . theme ( x _ 1 , x _ 3 ) AND girl . nmod ( x _ 3 , x _ 6 ) AND like . agent ( x _ 6 , Amelia ) AND like . theme ( x _ 6 , x _ 3 )	love ( agent = Emma , theme = * girl ( nmod = like ( agent = Amelia , theme = * girl ) ) )	
A girl liked that Harper helped the cake that the child grew .	* cake ( x _ 7 ) ; * child ( x _ 10 ) ; girl ( x _ 1 ) AND like . agent ( x _ 2 , x _ 1 ) AND like . ccomp ( x _ 2 , x _ 5 ) AND help . agent ( x _ 5 , Harper ) AND help . theme ( x _ 5 , x _ 7 ) AND cake . nmod ( x _ 7 , x _ 11 ) AND grow . agent ( x _ 11 , x _ 10 ) AND grow . theme ( x _ 11 , x _ 7 )	like ( agent = girl , ccomp = help ( agent = Harper , theme = * cake ( nmod = grow ( agent = * child , theme = * cake ) ) ) )	
The girl poked a cat that the dog rolled .	* girl ( x _ 1 ) ; * dog ( x _ 7 ) ; poke . agent ( x _ 2 , x _ 1 ) AND poke . theme ( x _ 2 , x _ 4 ) AND cat ( x _ 4 ) AND cat . nmod ( x _ 4 , x _ 8 ) AND roll . agent ( x _ 8 , x _ 7 ) AND roll . theme ( x _ 8 , x _ 4 )	poke ( agent = * girl , theme = cat ( nmod = roll ( agent = * dog , theme = cat ) ) )	
The resident hoped that a frog gave a cat the donut that was burned by the child .	* resident ( x _ 1 ) ; * donut ( x _ 10 ) ; * child ( x _ 16 ) ; hope . agent ( x _ 2 , x _ 1 ) AND hope . ccomp ( x _ 2 , x _ 6 ) AND frog ( x _ 5 ) AND give . agent ( x _ 6 , x _ 5 ) AND give . recipient ( x _ 6 , x _ 8 ) AND give . theme ( x _ 6 , x _ 10 ) AND cat ( x _ 8 ) AND donut . nmod ( x _ 10 , x _ 13 ) AND burn . theme ( x _ 13 , x _ 10 ) AND burn . agent ( x _ 13 , x _ 16 )	hope ( agent = * resident , ccomp = give ( agent = frog , recipient = cat , theme = * donut ( nmod = burn ( theme = * donut , agent = * child ) ) ) )	
The girl gave Olivia a chair that froze .	* girl ( x _ 1 ) ; give . agent ( x _ 2 , x _ 1 ) AND give . recipient ( x _ 2 , Olivia ) AND give . theme ( x _ 2 , x _ 5 ) AND chair ( x _ 5 ) AND chair . nmod ( x _ 5 , x _ 7 ) AND freeze . theme ( x _ 7 , x _ 5 )	give ( agent = * girl , recipient = Olivia , theme = chair ( nmod = freeze ( theme = chair ) ) )	
Elijah dusted the girl that gave a chalk to Liam .	* girl ( x _ 3 ) ; dust . agent ( x _ 1 , Elijah ) AND dust . theme ( x _ 1 , x _ 3 ) AND girl . nmod ( x _ 3 , x _ 5 ) AND give . agent ( x _ 5 , x _ 3 ) AND give . theme ( x _ 5 , x _ 7 ) AND give . recipient ( x _ 5 , Liam ) AND chalk ( x _ 7 )	dust ( agent = Elijah , theme = * girl ( nmod = give ( agent = * girl , theme = chalk , recipient = Liam ) ) )	
Julian gave Emma the radio that Mason rolled .	* radio ( x _ 4 ) ; give . agent ( x _ 1 , Julian ) AND give . recipient ( x _ 1 , Emma ) AND give . theme ( x _ 1 , x _ 4 ) AND radio . nmod ( x _ 4 , x _ 7 ) AND roll . agent ( x _ 7 , Mason ) AND roll . theme ( x _ 7 , x _ 4 )	give ( agent = Julian , recipient = Emma , theme = * radio ( nmod = roll ( agent = Mason , theme = * radio ) ) )	
Jayden grew the cake that a monster cooked .	* cake ( x _ 3 ) ; grow . agent ( x _ 1 , Jayden ) AND grow . theme ( x _ 1 , x _ 3 ) AND cake . nmod ( x _ 3 , x _ 7 ) AND monster ( x _ 6 ) AND cook . agent ( x _ 7 , x _ 6 ) AND cook . theme ( x _ 7 , x _ 3 )	grow ( agent = Jayden , theme = * cake ( nmod = cook ( agent = monster , theme = * cake ) ) )	
Evelyn grew Mia that a cat rolled .	grow . agent ( x _ 1 , Evelyn ) AND grow . theme ( x _ 1 , Mia ) AND Mia . nmod ( x _ 2 , x _ 6 ) AND cat ( x _ 5 ) AND roll . agent ( x _ 6 , x _ 5 ) AND roll . theme ( x _ 6 , Mia )	grow ( agent = Evelyn , theme = Mia ( nmod = roll ( agent = cat , theme = Mia ) ) )	
The frog mailed a lion a cookie that was cleaned by Liam .	* frog ( x _ 1 ) ; mail . agent ( x _ 2 , x _ 1 ) AND mail . recipient ( x _ 2 , x _ 4 ) AND mail . theme ( x _ 2 , x _ 6 ) AND lion ( x _ 4 ) AND cookie ( x _ 6 ) AND cookie . nmod ( x _ 6 , x _ 9 ) AND clean . theme ( x _ 9 , x _ 6 ) AND clean . agent ( x _ 9 , Liam )	mail ( agent = * frog , recipient = lion , theme = cookie ( nmod = clean ( theme = cookie , agent = Liam ) ) )	
A bear fed Grace a ball that was sold to Liam by the turkey .	* turkey ( x _ 13 ) ; bear ( x _ 1 ) AND feed . agent ( x _ 2 , x _ 1 ) AND feed . recipient ( x _ 2 , Grace ) AND feed . theme ( x _ 2 , x _ 5 ) AND ball ( x _ 5 ) AND ball . nmod ( x _ 5 , x _ 8 ) AND sell . theme ( x _ 8 , x _ 5 ) AND sell . recipient ( x _ 8 , Liam ) AND sell . agent ( x _ 8 , x _ 13 )	feed ( agent = bear , recipient = Grace , theme = ball ( nmod = sell ( theme = ball , recipient = Liam , agent = * turkey ) ) )	
A boy shortened the cookie that Liam slid .	* cookie ( x _ 4 ) ; boy ( x _ 1 ) AND shorten . agent ( x _ 2 , x _ 1 ) AND shorten . theme ( x _ 2 , x _ 4 ) AND cookie . nmod ( x _ 4 , x _ 7 ) AND slide . agent ( x _ 7 , Liam ) AND slide . theme ( x _ 7 , x _ 4 )	shorten ( agent = boy , theme = * cookie ( nmod = slide ( agent = Liam , theme = * cookie ) ) )	
A girl rolled a strawberry that was seen .	girl ( x _ 1 ) AND roll . agent ( x _ 2 , x _ 1 ) AND roll . theme ( x _ 2 , x _ 4 ) AND strawberry ( x _ 4 ) AND strawberry . nmod ( x _ 4 , x _ 7 ) AND see . theme ( x _ 7 , x _ 4 )	roll ( agent = girl , theme = strawberry ( nmod = see ( theme = strawberry ) ) )	
Christopher valued a cake that was helped .	value . agent ( x _ 1 , Christopher ) AND value . theme ( x _ 1 , x _ 3 ) AND cake ( x _ 3 ) AND cake . nmod ( x _ 3 , x _ 6 ) AND help . theme ( x _ 6 , x _ 3 )	value ( agent = Christopher , theme = cake ( nmod = help ( theme = cake ) ) )	
The customer rolled the cake that was seen .	* customer ( x _ 1 ) ; * cake ( x _ 4 ) ; roll . agent ( x _ 2 , x _ 1 ) AND roll . theme ( x _ 2 , x _ 4 ) AND cake . nmod ( x _ 4 , x _ 7 ) AND see . theme ( x _ 7 , x _ 4 )	roll ( agent = * customer , theme = * cake ( nmod = see ( theme = * cake ) ) )	
Abigail respected the boy that the professor juggled .	* boy ( x _ 3 ) ; * professor ( x _ 6 ) ; respect . agent ( x _ 1 , Abigail ) AND respect . theme ( x _ 1 , x _ 3 ) AND boy . nmod ( x _ 3 , x _ 7 ) AND juggle . agent ( x _ 7 , x _ 6 ) AND juggle . theme ( x _ 7 , x _ 3 )	respect ( agent = Abigail , theme = * boy ( nmod = juggle ( agent = * professor , theme = * boy ) ) )	
The teacher floated a cake that was offered to Levi by a doctor .	* teacher ( x _ 1 ) ; float . agent ( x _ 2 , x _ 1 ) AND float . theme ( x _ 2 , x _ 4 ) AND cake ( x _ 4 ) AND cake . nmod ( x _ 4 , x _ 7 ) AND offer . theme ( x _ 7 , x _ 4 ) AND offer . recipient ( x _ 7 , Levi ) AND offer . agent ( x _ 7 , x _ 12 ) AND doctor ( x _ 12 )	float ( agent = * teacher , theme = cake ( nmod = offer ( theme = cake , recipient = Levi , agent = doctor ) ) )	
Natalie liked a lion that noticed the boy .	* boy ( x _ 7 ) ; like . agent ( x _ 1 , Natalie ) AND like . theme ( x _ 1 , x _ 3 ) AND lion ( x _ 3 ) AND lion . nmod ( x _ 3 , x _ 5 ) AND notice . agent ( x _ 5 , x _ 3 ) AND notice . theme ( x _ 5 , x _ 7 )	like ( agent = Natalie , theme = lion ( nmod = notice ( agent = lion , theme = * boy ) ) )	
A girl tolerated a monkey that liked the cloud .	* cloud ( x _ 8 ) ; girl ( x _ 1 ) AND tolerate . agent ( x _ 2 , x _ 1 ) AND tolerate . theme ( x _ 2 , x _ 4 ) AND monkey ( x _ 4 ) AND monkey . nmod ( x _ 4 , x _ 6 ) AND like . agent ( x _ 6 , x _ 4 ) AND like . theme ( x _ 6 , x _ 8 )	tolerate ( agent = girl , theme = monkey ( nmod = like ( agent = monkey , theme = * cloud ) ) )	
The baby painted Wyatt that the girl rolled .	* baby ( x _ 1 ) ; * girl ( x _ 6 ) ; paint . agent ( x _ 2 , x _ 1 ) AND paint . theme ( x _ 2 , Wyatt ) AND Wyatt . nmod ( x _ 3 , x _ 7 ) AND roll . agent ( x _ 7 , x _ 6 ) AND roll . theme ( x _ 7 , Wyatt )	paint ( agent = * baby , theme = Wyatt ( nmod = roll ( agent = * girl , theme = Wyatt ) ) )	
The girl missed Liam that Emma touched .	* girl ( x _ 1 ) ; miss . agent ( x _ 2 , x _ 1 ) AND miss . theme ( x _ 2 , Liam ) AND Liam . nmod ( x _ 3 , x _ 6 ) AND touch . agent ( x _ 6 , Emma ) AND touch . theme ( x _ 6 , Liam )	miss ( agent = * girl , theme = Liam ( nmod = touch ( agent = Emma , theme = Liam ) ) )	
William loved a dealer that the girl packed .	* girl ( x _ 6 ) ; love . agent ( x _ 1 , William ) AND love . theme ( x _ 1 , x _ 3 ) AND dealer ( x _ 3 ) AND dealer . nmod ( x _ 3 , x _ 7 ) AND pack . agent ( x _ 7 , x _ 6 ) AND pack . theme ( x _ 7 , x _ 3 )	love ( agent = William , theme = dealer ( nmod = pack ( agent = * girl , theme = dealer ) ) )	
A girl liked the cake that was changed .	* cake ( x _ 4 ) ; girl ( x _ 1 ) AND like . agent ( x _ 2 , x _ 1 ) AND like . theme ( x _ 2 , x _ 4 ) AND cake . nmod ( x _ 4 , x _ 7 ) AND change . theme ( x _ 7 , x _ 4 )	like ( agent = girl , theme = * cake ( nmod = change ( theme = * cake ) ) )	
Noah said that a lion ate a dog that Mia liked .	say . agent ( x _ 1 , Noah ) AND say . ccomp ( x _ 1 , x _ 5 ) AND lion ( x _ 4 ) AND eat . agent ( x _ 5 , x _ 4 ) AND eat . theme ( x _ 5 , x _ 7 ) AND dog ( x _ 7 ) AND dog . nmod ( x _ 7 , x _ 10 ) AND like . agent ( x _ 10 , Mia ) AND like . theme ( x _ 10 , x _ 7 )	say ( agent = Noah , ccomp = eat ( agent = lion , theme = dog ( nmod = like ( agent = Mia , theme = dog ) ) ) )	
Emma poked a rose that was inflated .	poke . agent ( x _ 1 , Emma ) AND poke . theme ( x _ 1 , x _ 3 ) AND rose ( x _ 3 ) AND rose . nmod ( x _ 3 , x _ 6 ) AND inflate . theme ( x _ 6 , x _ 3 )	poke ( agent = Emma , theme = rose ( nmod = inflate ( theme = rose ) ) )	
The girl fed the cake that was decomposed to Liam .	* girl ( x _ 1 ) ; * cake ( x _ 4 ) ; feed . agent ( x _ 2 , x _ 1 ) AND feed . theme ( x _ 2 , x _ 4 ) AND feed . recipient ( x _ 2 , Liam ) AND cake . nmod ( x _ 4 , x _ 7 ) AND decompose . theme ( x _ 7 , x _ 4 )	feed ( agent = * girl , theme = * cake ( nmod = decompose ( theme = * cake ) ) , recipient = Liam )	
The girl offered William the cake that was helped .	* girl ( x _ 1 ) ; * cake ( x _ 5 ) ; offer . agent ( x _ 2 , x _ 1 ) AND offer . recipient ( x _ 2 , William ) AND offer . theme ( x _ 2 , x _ 5 ) AND cake . nmod ( x _ 5 , x _ 8 ) AND help . theme ( x _ 8 , x _ 5 )	offer ( agent = * girl , recipient = William , theme = * cake ( nmod = help ( theme = * cake ) ) )	
The penguin appreciated that Carter liked a butterfly that Emma shortened .	* penguin ( x _ 1 ) ; appreciate . agent ( x _ 2 , x _ 1 ) AND appreciate . ccomp ( x _ 2 , x _ 5 ) AND like . agent ( x _ 5 , Carter ) AND like . theme ( x _ 5 , x _ 7 ) AND butterfly ( x _ 7 ) AND butterfly . nmod ( x _ 7 , x _ 10 ) AND shorten . agent ( x _ 10 , Emma ) AND shorten . theme ( x _ 10 , x _ 7 )	appreciate ( agent = * penguin , ccomp = like ( agent = Carter , theme = butterfly ( nmod = shorten ( agent = Emma , theme = butterfly ) ) ) )	
The boy rolled a ball that a frog ate .	* boy ( x _ 1 ) ; roll . agent ( x _ 2 , x _ 1 ) AND roll . theme ( x _ 2 , x _ 4 ) AND ball ( x _ 4 ) AND ball . nmod ( x _ 4 , x _ 8 ) AND frog ( x _ 7 ) AND eat . agent ( x _ 8 , x _ 7 ) AND eat . theme ( x _ 8 , x _ 4 )	roll ( agent = * boy , theme = ball ( nmod = eat ( agent = frog , theme = ball ) ) )	
Emma rolled the cake that was poked by a girl .	* cake ( x _ 3 ) ; roll . agent ( x _ 1 , Emma ) AND roll . theme ( x _ 1 , x _ 3 ) AND cake . nmod ( x _ 3 , x _ 6 ) AND poke . theme ( x _ 6 , x _ 3 ) AND poke . agent ( x _ 6 , x _ 9 ) AND girl ( x _ 9 )	roll ( agent = Emma , theme = * cake ( nmod = poke ( theme = * cake , agent = girl ) ) )	
The frog sent the bag that Asher rolled to a wolf .	* frog ( x _ 1 ) ; * bag ( x _ 4 ) ; send . agent ( x _ 2 , x _ 1 ) AND send . theme ( x _ 2 , x _ 4 ) AND send . recipient ( x _ 2 , x _ 10 ) AND bag . nmod ( x _ 4 , x _ 7 ) AND roll . agent ( x _ 7 , Asher ) AND roll . theme ( x _ 7 , x _ 4 ) AND wolf ( x _ 10 )	send ( agent = * frog , theme = * bag ( nmod = roll ( agent = Asher , theme = * bag ) ) , recipient = wolf )	
Emma rolled a raisin that was painted by the cat .	* cat ( x _ 9 ) ; roll . agent ( x _ 1 , Emma ) AND roll . theme ( x _ 1 , x _ 3 ) AND raisin ( x _ 3 ) AND raisin . nmod ( x _ 3 , x _ 6 ) AND paint . theme ( x _ 6 , x _ 3 ) AND paint . agent ( x _ 6 , x _ 9 )	roll ( agent = Emma , theme = raisin ( nmod = paint ( theme = raisin , agent = * cat ) ) )	
A cat handed the cake that rolled to a teacher .	* cake ( x _ 4 ) ; cat ( x _ 1 ) AND hand . agent ( x _ 2 , x _ 1 ) AND hand . theme ( x _ 2 , x _ 4 ) AND hand . recipient ( x _ 2 , x _ 9 ) AND cake . nmod ( x _ 4 , x _ 6 ) AND roll . theme ( x _ 6 , x _ 4 ) AND teacher ( x _ 9 )	hand ( agent = cat , theme = * cake ( nmod = roll ( theme = * cake ) ) , recipient = teacher )	
A queen lended Liam a donut that was liked .	queen ( x _ 1 ) AND lend . agent ( x _ 2 , x _ 1 ) AND lend . recipient ( x _ 2 , Liam ) AND lend . theme ( x _ 2 , x _ 5 ) AND donut ( x _ 5 ) AND donut . nmod ( x _ 5 , x _ 8 ) AND like . theme ( x _ 8 , x _ 5 )	lend ( agent = queen , recipient = Liam , theme = donut ( nmod = like ( theme = donut ) ) )	
Noah expected that William split a girl that burned a kitty .	expect . agent ( x _ 1 , Noah ) AND expect . ccomp ( x _ 1 , x _ 4 ) AND split . agent ( x _ 4 , William ) AND split . theme ( x _ 4 , x _ 6 ) AND girl ( x _ 6 ) AND girl . nmod ( x _ 6 , x _ 8 ) AND burn . agent ( x _ 8 , x _ 6 ) AND burn . theme ( x _ 8 , x _ 10 ) AND kitty ( x _ 10 )	expect ( agent = Noah , ccomp = split ( agent = William , theme = girl ( nmod = burn ( agent = girl , theme = kitty ) ) ) )	
Emma ate a purse that grew .	eat . agent ( x _ 1 , Emma ) AND eat . theme ( x _ 1 , x _ 3 ) AND purse ( x _ 3 ) AND purse . nmod ( x _ 3 , x _ 5 ) AND grow . theme ( x _ 5 , x _ 3 )	eat ( agent = Emma , theme = purse ( nmod = grow ( theme = purse ) ) )	
Natalie froze a melon that Emma snapped .	freeze . agent ( x _ 1 , Natalie ) AND freeze . theme ( x _ 1 , x _ 3 ) AND melon ( x _ 3 ) AND melon . nmod ( x _ 3 , x _ 6 ) AND snap . agent ( x _ 6 , Emma ) AND snap . theme ( x _ 6 , x _ 3 )	freeze ( agent = Natalie , theme = melon ( nmod = snap ( agent = Emma , theme = melon ) ) )	
Jacob drew the patient that snapped .	* patient ( x _ 3 ) ; draw . agent ( x _ 1 , Jacob ) AND draw . theme ( x _ 1 , x _ 3 ) AND patient . nmod ( x _ 3 , x _ 5 ) AND snap . theme ( x _ 5 , x _ 3 )	draw ( agent = Jacob , theme = * patient ( nmod = snap ( theme = * patient ) ) )	
The girl liked that Emma ate Liam that the human broke .	* girl ( x _ 1 ) ; * human ( x _ 9 ) ; like . agent ( x _ 2 , x _ 1 ) AND like . ccomp ( x _ 2 , x _ 5 ) AND eat . agent ( x _ 5 , Emma ) AND eat . theme ( x _ 5 , Liam ) AND Liam . nmod ( x _ 6 , x _ 10 ) AND break . agent ( x _ 10 , x _ 9 ) AND break . theme ( x _ 10 , Liam )	like ( agent = * girl , ccomp = eat ( agent = Emma , theme = Liam ( nmod = break ( agent = * human , theme = Liam ) ) ) )	
William nursed a dealer that Noah painted .	nurse . agent ( x _ 1 , William ) AND nurse . theme ( x _ 1 , x _ 3 ) AND dealer ( x _ 3 ) AND dealer . nmod ( x _ 3 , x _ 6 ) AND paint . agent ( x _ 6 , Noah ) AND paint . theme ( x _ 6 , x _ 3 )	nurse ( agent = William , theme = dealer ( nmod = paint ( agent = Noah , theme = dealer ) ) )	
Liam handed the dog a cake that a boy burned .	* dog ( x _ 3 ) ; hand . agent ( x _ 1 , Liam ) AND hand . recipient ( x _ 1 , x _ 3 ) AND hand . theme ( x _ 1 , x _ 5 ) AND cake ( x _ 5 ) AND cake . nmod ( x _ 5 , x _ 9 ) AND boy ( x _ 8 ) AND burn . agent ( x _ 9 , x _ 8 ) AND burn . theme ( x _ 9 , x _ 5 )	hand ( agent = Liam , recipient = * dog , theme = cake ( nmod = burn ( agent = boy , theme = cake ) ) )	
A consumer rolled Sophia that the boy helped .	* boy ( x _ 6 ) ; consumer ( x _ 1 ) AND roll . agent ( x _ 2 , x _ 1 ) AND roll . theme ( x _ 2 , Sophia ) AND Sophia . nmod ( x _ 3 , x _ 7 ) AND help . agent ( x _ 7 , x _ 6 ) AND help . theme ( x _ 7 , Sophia )	roll ( agent = consumer , theme = Sophia ( nmod = help ( agent = * boy , theme = Sophia ) ) )	
The cat grew the glue that was eaten by a girl .	* cat ( x _ 1 ) ; * glue ( x _ 4 ) ; grow . agent ( x _ 2 , x _ 1 ) AND grow . theme ( x _ 2 , x _ 4 ) AND glue . nmod ( x _ 4 , x _ 7 ) AND eat . theme ( x _ 7 , x _ 4 ) AND eat . agent ( x _ 7 , x _ 10 ) AND girl ( x _ 10 )	grow ( agent = * cat , theme = * glue ( nmod = eat ( theme = * glue , agent = girl ) ) )	
The boy wired the cow a raisin that a chicken gave to Liam .	* boy ( x _ 1 ) ; * cow ( x _ 4 ) ; wire . agent ( x _ 2 , x _ 1 ) AND wire . recipient ( x _ 2 , x _ 4 ) AND wire . theme ( x _ 2 , x _ 6 ) AND raisin ( x _ 6 ) AND raisin . nmod ( x _ 6 , x _ 10 ) AND chicken ( x _ 9 ) AND give . agent ( x _ 10 , x _ 9 ) AND give . recipient ( x _ 10 , Liam ) AND give . theme ( x _ 10 , x _ 6 )	wire ( agent = * boy , recipient = * cow , theme = raisin ( nmod = give ( agent = chicken , recipient = Liam , theme = raisin ) ) )	
Ethan heard the girl that loved Emma .	* girl ( x _ 3 ) ; hear . agent ( x _ 1 , Ethan ) AND hear . theme ( x _ 1 , x _ 3 ) AND girl . nmod ( x _ 3 , x _ 5 ) AND love . agent ( x _ 5 , x _ 3 ) AND love . theme ( x _ 5 , Emma )	hear ( agent = Ethan , theme = * girl ( nmod = love ( agent = * girl , theme = Emma ) ) )	
The boy called a towel that was painted .	* boy ( x _ 1 ) ; call . agent ( x _ 2 , x _ 1 ) AND call . theme ( x _ 2 , x _ 4 ) AND towel ( x _ 4 ) AND towel . nmod ( x _ 4 , x _ 7 ) AND paint . theme ( x _ 7 , x _ 4 )	call ( agent = * boy , theme = towel ( nmod = paint ( theme = towel ) ) )	
Noah offered a cake that Emma ate to a baby .	offer . agent ( x _ 1 , Noah ) AND offer . theme ( x _ 1 , x _ 3 ) AND offer . recipient ( x _ 1 , x _ 9 ) AND cake ( x _ 3 ) AND cake . nmod ( x _ 3 , x _ 6 ) AND eat . agent ( x _ 6 , Emma ) AND eat . theme ( x _ 6 , x _ 3 ) AND baby ( x _ 9 )	offer ( agent = Noah , theme = cake ( nmod = eat ( agent = Emma , theme = cake ) ) , recipient = baby )	
Evelyn liked a cookie that was admired .	like . agent ( x _ 1 , Evelyn ) AND like . theme ( x _ 1 , x _ 3 ) AND cookie ( x _ 3 ) AND cookie . nmod ( x _ 3 , x _ 6 ) AND admire . theme ( x _ 6 , x _ 3 )	like ( agent = Evelyn , theme = cookie ( nmod = admire ( theme = cookie ) ) )	
Emma sold a cake that a bunny rolled to Olivia .	sell . agent ( x _ 1 , Emma ) AND sell . theme ( x _ 1 , x _ 3 ) AND sell . recipient ( x _ 1 , Olivia ) AND cake ( x _ 3 ) AND cake . nmod ( x _ 3 , x _ 7 ) AND bunny ( x _ 6 ) AND roll . agent ( x _ 7 , x _ 6 ) AND roll . theme ( x _ 7 , x _ 3 )	sell ( agent = Emma , theme = cake ( nmod = roll ( agent = bunny , theme = cake ) ) , recipient = Olivia )	
